OrderID,Date,CustomerID,ProductID,Quantity,SellingPrice,TotalRevenue,DiscountAmt,ShippingCost,Channel,Status
ORD-004687,09-12-2023,CUST-0708,1146,1,4296.25,4296.25,453.75,0,App,Delivered
ORD-004688,27-12-2024,CUST-0071,1020,2,3013.89,6027.77,772.23,0,Web,Delivered
ORD-004688,27-12-2024,CUST-0166,1208,1,3222.09,3222.09,182.91,0,App,Delivered
ORD-004689,13-01-2024,CUST-0773,1018,1,631.55,631.55,23.45,0,App,Delivered
ORD-004689,13-01-2024,CUST-0791,1020,1,3040.69,3040.69,359.31,0,Web,Delivered
ORD-004690,21-01-2024,CUST-0470,1159,1,621.65,621.65,39.35,0,App,Delivered
ORD-004691,18-08-2024,CUST-0137,1200,1,1660.31,1660.31,253.69,0,App,Delivered
ORD-004692,16-08-2024,CUST-0023,1086,1,4199.68,4199.68,339.32,0,App,Delivered
ORD-004692,16-08-2024,CUST-0922,1101,1,3549.58,3549.58,575.42,0,Web,Delivered
ORD-004693,23-12-2023,CUST-0983,1108,3,2458.7,7376.09,366.91,0,App,Delivered
ORD-004694,20-06-2024,CUST-0422,1045,1,1356.19,1356.19,86.81,0,App,Delivered
ORD-004695,19-04-2023,CUST-0669,1135,3,2401.79,7205.38,102.62,0,App,Delivered
ORD-004696,27-10-2023,CUST-0009,1066,1,2334.87,2334.87,409.13,0,App,Delivered
ORD-004697,18-03-2023,CUST-0215,1208,2,3178.4,6356.79,453.21,0,Web,Delivered
ORD-004698,28-09-2023,CUST-0943,1096,2,4976.59,9953.18,0.82,0,App,Delivered
ORD-004698,28-09-2023,CUST-0199,1085,2,3029.15,6058.31,659.69,0,Web,Delivered
ORD-004699,16-07-2023,CUST-0860,1158,2,3401.79,6803.58,734.42,0,App,Delivered
ORD-004700,02-04-2023,CUST-0133,1141,1,872.15,872.15,27.85,0,App,Delivered
ORD-004701,07-04-2024,CUST-0595,1020,1,3353.86,3353.86,46.14,0,App,Delivered
ORD-004702,10-04-2024,CUST-0668,1061,2,3302.23,6604.46,1117.54,0,Store,Delivered
ORD-004703,08-03-2024,CUST-0904,1224,1,1730.31,1730.31,161.69,0,Store,Delivered
ORD-004704,21-11-2023,CUST-0743,1024,1,1625.14,1625.14,540.86,0,App,Delivered
ORD-004704,21-11-2023,CUST-0328,1210,2,2247.56,4495.13,1034.87,0,Web,Delivered
ORD-004705,30-07-2023,CUST-0091,1098,1,3468.86,3468.86,165.14,0,App,Delivered
ORD-004706,06-05-2023,CUST-0492,1062,3,277.89,833.68,144.32,0,App,Delivered
ORD-004707,09-10-2023,CUST-0798,1068,1,1522.45,1522.45,29.55,0,App,Delivered
ORD-004708,28-10-2023,CUST-0325,1067,1,4405.02,4405.02,52.98,0,App,Delivered
ORD-004709,14-06-2024,CUST-0463,1092,2,489.41,978.82,135.18,0,App,Delivered
ORD-004710,01-09-2023,CUST-0893,1072,1,1144.7,1144.7,71.3,0,App,Delivered
ORD-004711,10-03-2024,CUST-0730,1077,1,4015.71,4015.71,647.29,0,Web,Delivered
ORD-004712,17-08-2024,CUST-0599,1216,1,1681.45,1681.45,8.55,0,App,Delivered
ORD-004713,08-12-2024,CUST-0674,1001,1,1030.31,1030.31,181.69,0,App,Delivered
ORD-004714,25-10-2023,CUST-0108,1152,1,1386.66,1386.66,186.34,0,App,Delivered
ORD-004715,23-05-2024,CUST-0353,1191,2,469.81,939.62,112.38,0,Web,Delivered
ORD-004716,25-11-2023,CUST-0247,1230,1,3734.94,3734.94,808.06,0,Store,Delivered
ORD-004717,08-10-2023,CUST-0980,1061,1,3493.82,3493.82,367.18,0,App,Delivered
ORD-004718,25-05-2024,CUST-0680,1240,1,2014.76,2014.76,310.24,0,Web,Delivered
ORD-004719,25-04-2024,CUST-0637,1123,1,4401.2,4401.2,339.8,0,Web,Returned
ORD-004720,09-06-2023,CUST-0576,1109,1,883.79,883.79,33.21,0,App,Delivered
ORD-004721,24-11-2023,CUST-0229,1239,3,2727.26,8181.79,4382.21,0,Store,Cancelled
ORD-004721,24-11-2023,CUST-0692,1141,1,691.32,691.32,208.68,0,App,Delivered
ORD-004722,21-10-2024,CUST-0777,1016,1,3325.43,3325.43,86.57,0,App,Returned
ORD-004722,21-10-2024,CUST-0054,1041,1,4501.63,4501.63,444.37,0,App,Delivered
ORD-004723,27-06-2024,CUST-0347,1013,1,2906.15,2906.15,180.85,0,App,Delivered
ORD-004724,12-09-2024,CUST-0292,1030,2,2379.55,4759.11,214.89,0,App,Delivered
ORD-004725,21-12-2023,CUST-0343,1001,1,1086.56,1086.56,125.44,0,Web,Delivered
ORD-004726,26-01-2024,CUST-0680,1076,1,3866.12,3866.12,414.88,0,Store,Cancelled
ORD-004727,02-11-2024,CUST-0456,1034,1,2725.22,2725.22,682.78,0,App,Delivered
ORD-004727,02-11-2024,CUST-0631,1235,1,2417.26,2417.26,1507.74,0,App,Delivered
ORD-004728,14-06-2023,CUST-0648,1043,3,4266.96,12800.87,366.13,0,App,Delivered
ORD-004729,07-12-2024,CUST-0852,1120,1,3738.69,3738.69,547.31,0,App,Delivered
ORD-004730,29-06-2023,CUST-0431,1144,1,1970.36,1970.36,330.64,0,Web,Delivered
ORD-004731,23-05-2024,CUST-0184,1178,1,2653.66,2653.66,367.34,0,App,Delivered
ORD-004732,18-09-2023,CUST-0296,1100,1,2877.2,2877.2,324.8,0,App,Delivered
ORD-004733,09-07-2023,CUST-0376,1114,1,3702.79,3702.79,575.21,0,App,Delivered
ORD-004733,09-07-2023,CUST-0577,1162,1,3502.27,3502.27,416.73,0,Store,Delivered
ORD-004734,09-11-2024,CUST-0139,1091,1,535.07,535.07,246.93,0,Store,Delivered
ORD-004734,09-11-2024,CUST-0719,1233,2,2661.99,5323.97,2888.03,0,App,Returned
ORD-004735,06-12-2024,CUST-0752,1064,1,1632.97,1632.97,130.03,0,App,Delivered
ORD-004736,09-02-2024,CUST-0682,1122,1,721.91,721.91,57.09,0,App,Delivered
ORD-004737,17-06-2024,CUST-0754,1161,1,2092.59,2092.59,352.41,0,App,Delivered
ORD-004738,29-03-2023,CUST-0283,1168,1,578.47,578.47,63.53,0,App,Delivered
ORD-004739,20-04-2023,CUST-0549,1206,1,2569.72,2569.72,152.28,0,Web,Delivered
ORD-004739,20-04-2023,CUST-0095,1159,1,603.81,603.81,57.19,0,Web,Delivered
ORD-004740,29-12-2024,CUST-0597,1147,1,4486.28,4486.28,146.72,0,App,Delivered
ORD-004741,24-06-2023,CUST-0717,1024,1,1910.84,1910.84,255.16,0,Web,Delivered
ORD-004742,30-04-2024,CUST-0540,1113,1,1979.71,1979.71,256.29,0,Web,Delivered
ORD-004742,30-04-2024,CUST-0856,1091,1,725.69,725.69,56.31,0,App,Delivered
ORD-004743,26-03-2024,CUST-0296,1183,1,1925.3,1925.3,196.7,0,App,Returned
ORD-004744,21-07-2024,CUST-0441,1005,1,3725.53,3725.53,30.47,0,App,Returned
ORD-004745,02-04-2024,CUST-0579,1018,1,632.22,632.22,22.78,0,App,Delivered
ORD-004745,02-04-2024,CUST-0040,1022,1,2995.59,2995.59,266.41,0,App,Delivered
ORD-004746,22-07-2023,CUST-0264,1150,1,1263.5,1263.5,136.5,0,App,Delivered
ORD-004747,09-04-2023,CUST-0939,1001,1,1200.87,1200.87,11.13,0,App,Delivered
ORD-004748,11-01-2024,CUST-0901,1059,1,4094.55,4094.55,603.45,0,App,Cancelled
ORD-004749,27-08-2023,CUST-0881,1149,1,985.56,985.56,162.44,0,Store,Delivered
ORD-004750,19-07-2024,CUST-0093,1127,1,3938.81,3938.81,521.19,0,App,Returned
ORD-004751,29-10-2024,CUST-0593,1057,1,374.97,374.97,19.03,98,App,Delivered
ORD-004752,18-05-2024,CUST-0106,1240,3,1826.14,5478.41,1496.59,0,Web,Delivered
ORD-004753,13-08-2023,CUST-0355,1187,3,2416.94,7250.83,495.17,0,Web,Delivered
ORD-004754,29-08-2023,CUST-0031,1209,1,1525.3,1525.3,199.7,0,Web,Delivered
ORD-004755,04-03-2023,CUST-0103,1149,1,1078.85,1078.85,69.15,0,App,Delivered
ORD-004756,12-03-2023,CUST-0218,1088,1,2609.16,2609.16,459.84,0,App,Delivered
ORD-004757,14-08-2023,CUST-0051,1053,1,3642.12,3642.12,115.88,0,App,Delivered
ORD-004757,14-08-2023,CUST-0871,1230,1,4207.12,4207.12,335.88,0,Web,Returned
ORD-004758,09-08-2023,CUST-0463,1089,1,4683.76,4683.76,153.24,0,App,Delivered
ORD-004759,22-02-2023,CUST-0069,1189,1,3856.03,3856.03,616.97,0,App,Delivered
ORD-004760,09-04-2023,CUST-0900,1053,2,3505.03,7010.06,505.94,0,App,Delivered
ORD-004761,04-10-2023,CUST-0114,1061,1,3652.4,3652.4,208.6,0,Web,Delivered
ORD-004762,03-12-2023,CUST-0691,1039,1,3260.08,3260.08,325.92,0,App,Delivered
ORD-004763,27-03-2024,CUST-0734,1014,1,2055.5,2055.5,7.5,0,Web,Delivered
ORD-004764,05-02-2023,CUST-0230,1239,1,3677.46,3677.46,510.54,0,App,Cancelled
ORD-004765,13-12-2024,CUST-0614,1072,1,1048.12,1048.12,167.88,0,Web,Delivered
ORD-004766,29-02-2024,CUST-0988,1199,2,4050.07,8100.13,1319.87,0,App,Delivered
ORD-004767,21-12-2024,CUST-0030,1082,3,4223.82,12671.47,1479.53,0,Web,Delivered
ORD-004768,27-09-2023,CUST-0137,1235,1,3354.07,3354.07,570.93,0,App,Delivered
ORD-004769,28-03-2023,CUST-0584,1058,2,1066.55,2133.11,342.89,0,Web,Delivered
ORD-004770,15-10-2023,CUST-0754,1002,1,2534.43,2534.43,18.57,0,Web,Delivered
ORD-004770,15-10-2023,CUST-0778,1141,1,819.44,819.44,80.56,0,App,Returned
ORD-004771,18-08-2023,CUST-0713,1042,2,2843.15,5686.3,67.7,0,App,Delivered
ORD-004772,23-02-2023,CUST-0230,1053,1,3436.18,3436.18,321.82,0,App,Delivered
ORD-004773,19-03-2024,CUST-0552,1151,1,1175.02,1175.02,0.98,0,App,Returned
ORD-004774,24-01-2023,CUST-0624,1138,1,2405.79,2405.79,351.21,0,App,Delivered
ORD-004775,05-08-2023,CUST-0864,1223,3,787.17,2361.52,326.48,0,App,Delivered
ORD-004776,18-07-2024,CUST-0817,1239,1,4010.83,4010.83,177.17,0,App,Delivered
ORD-004777,27-03-2023,CUST-0322,1182,1,552.52,552.52,64.48,0,App,Delivered
ORD-004778,03-06-2024,CUST-0916,1115,1,3527.59,3527.59,57.41,0,App,Delivered
ORD-004779,17-01-2024,CUST-0674,1028,1,3106.44,3106.44,181.56,0,App,Cancelled
ORD-004779,17-01-2024,CUST-0949,1024,1,2159,2159,7,0,App,Delivered
ORD-004780,24-05-2024,CUST-0765,1050,1,832.52,832.52,211.48,0,Web,Delivered
ORD-004781,08-11-2024,CUST-0040,1075,1,621.26,621.26,323.74,0,App,Delivered
ORD-004781,08-11-2024,CUST-0517,1034,2,2234.89,4469.77,2346.23,0,App,Delivered
ORD-004782,16-02-2024,CUST-0338,1099,1,1043.57,1043.57,50.43,0,App,Delivered
ORD-004783,27-10-2023,CUST-0027,1004,1,4564.74,4564.74,202.26,0,App,Delivered
ORD-004784,04-07-2023,CUST-0279,1052,1,1382.63,1382.63,227.37,0,Web,Delivered
ORD-004785,10-03-2023,CUST-0415,1117,2,3080.78,6161.56,834.44,0,App,Delivered
ORD-004786,30-11-2024,CUST-0019,1185,1,1334.36,1334.36,829.64,0,Web,Delivered
ORD-004787,13-04-2024,CUST-0695,1021,1,2468.16,2468.16,232.84,0,Web,Delivered
ORD-004788,26-06-2024,CUST-0097,1040,1,1934.99,1934.99,93.01,0,App,Delivered
ORD-004789,14-12-2023,CUST-0518,1200,2,1840.77,3681.54,146.46,0,Web,Delivered
ORD-004790,08-06-2023,CUST-0897,1140,1,4365.7,4365.7,546.3,0,App,Delivered
ORD-004791,03-05-2024,CUST-0691,1113,1,1789,1789,447,0,Web,Delivered
ORD-004792,08-08-2024,CUST-0048,1201,1,803.45,803.45,69.55,0,App,Delivered
ORD-004793,25-04-2023,CUST-0999,1096,2,4637.63,9275.27,678.73,0,App,Delivered
ORD-004794,10-11-2023,CUST-0036,1189,2,3318.37,6636.75,2309.25,0,App,Delivered
ORD-004795,17-09-2024,CUST-0211,1200,1,1859.53,1859.53,54.47,0,App,Delivered
ORD-004795,17-09-2024,CUST-0189,1214,1,3535,3535,387,0,App,Delivered
ORD-004796,16-08-2024,CUST-0236,1065,2,1168.28,2336.56,5.44,0,Web,Delivered
ORD-004797,23-11-2023,CUST-0472,1121,1,2064.72,2064.72,665.28,0,App,Delivered
ORD-004798,28-08-2024,CUST-0925,1181,2,1111.11,2222.23,147.77,0,App,Returned
ORD-004799,01-04-2024,CUST-0921,1104,1,2698.03,2698.03,380.97,0,Web,Delivered
ORD-004800,24-04-2024,CUST-0109,1036,1,2526.23,2526.23,429.77,0,App,Delivered
ORD-004801,04-01-2024,CUST-0461,1179,1,3331.77,3331.77,340.23,0,App,Returned
ORD-004802,29-09-2024,CUST-0711,1057,1,346,346,48,80,App,Delivered
ORD-004803,22-09-2023,CUST-0801,1187,1,2292.95,2292.95,289.05,0,App,Delivered
ORD-004804,16-11-2024,CUST-0585,1112,1,682.7,682.7,381.3,0,App,Delivered
ORD-004805,13-12-2023,CUST-0459,1173,3,3627.24,10881.73,5.27,0,Store,Delivered
ORD-004806,16-12-2023,CUST-0238,1022,1,2926.43,2926.43,335.57,0,App,Delivered
ORD-004807,24-06-2024,CUST-0779,1148,1,4739.18,4739.18,103.82,0,App,Delivered
ORD-004808,23-07-2024,CUST-0686,1134,2,4519.34,9038.68,821.32,0,Web,Delivered
ORD-004809,22-10-2024,CUST-0796,1016,2,3400.3,6800.61,23.39,0,App,Delivered
ORD-004810,01-02-2023,CUST-0694,1015,1,2843.92,2843.92,213.08,0,App,Delivered
ORD-004811,18-10-2024,CUST-0348,1106,1,1628.4,1628.4,229.6,0,App,Delivered
ORD-004812,27-02-2023,CUST-0074,1062,1,306.53,306.53,19.47,70,App,Delivered
ORD-004813,23-04-2024,CUST-0199,1095,1,1969.25,1969.25,85.75,0,App,Delivered
ORD-004814,08-03-2023,CUST-0025,1173,1,3114.67,3114.67,514.33,0,Web,Delivered
ORD-004815,04-12-2024,CUST-0747,1101,1,3749.18,3749.18,375.82,0,App,Delivered
ORD-004816,24-12-2023,CUST-0884,1155,1,2439.11,2439.11,22.89,0,App,Delivered
ORD-004817,16-11-2024,CUST-0320,1092,1,446.06,446.06,110.94,92,Web,Delivered
ORD-004817,16-11-2024,CUST-0898,1181,1,945.48,945.48,239.52,0,App,Delivered
ORD-004818,18-03-2024,CUST-0300,1010,1,3526.65,3526.65,452.35,0,App,Delivered
ORD-004819,03-04-2023,CUST-0363,1084,1,3226.16,3226.16,341.84,0,App,Delivered
ORD-004820,11-12-2024,CUST-0014,1044,2,3802.02,7604.05,511.95,0,Store,Delivered
ORD-004821,09-07-2024,CUST-0615,1214,1,3569.28,3569.28,352.72,0,App,Returned
ORD-004822,24-12-2023,CUST-0123,1058,1,1211.06,1211.06,26.94,0,App,Delivered
ORD-004822,24-12-2023,CUST-0527,1225,2,2937.87,5875.75,1014.25,0,App,Delivered
ORD-004823,18-03-2024,CUST-0238,1125,1,4044.91,4044.91,160.09,0,App,Returned
ORD-004824,13-07-2023,CUST-0001,1042,1,2669.13,2669.13,207.87,0,Web,Delivered
ORD-004825,21-10-2023,CUST-0747,1127,1,4259.36,4259.36,200.64,0,App,Returned
ORD-004826,04-10-2024,CUST-0697,1220,1,2122.76,2122.76,17.24,0,Web,Returned
ORD-004827,04-04-2024,CUST-0792,1199,1,4149.82,4149.82,560.18,0,Web,Delivered
ORD-004828,15-02-2024,CUST-0704,1119,1,4239.6,4239.6,612.4,0,App,Delivered
ORD-004829,12-09-2024,CUST-0922,1179,2,3311.43,6622.86,721.14,0,App,Delivered
ORD-004830,08-12-2024,CUST-0256,1152,1,1441.26,1441.26,131.74,0,App,Delivered
ORD-004831,04-09-2023,CUST-0779,1196,2,4134.48,8268.96,709.04,0,App,Delivered
ORD-004832,25-06-2023,CUST-0555,1010,3,3714.93,11144.78,792.22,0,App,Delivered
ORD-004833,05-07-2024,CUST-0095,1096,1,4938.17,4938.17,38.83,0,Web,Returned
ORD-004834,19-06-2023,CUST-0964,1075,2,809.32,1618.63,271.37,0,Web,Delivered
ORD-004835,13-04-2023,CUST-0353,1131,1,4910.65,4910.65,55.35,0,App,Delivered
ORD-004836,28-09-2023,CUST-0414,1023,2,809.01,1618.03,119.97,0,App,Delivered
ORD-004836,28-09-2023,CUST-0668,1082,2,4540.57,9081.14,352.86,0,Store,Delivered
ORD-004837,04-07-2023,CUST-0708,1106,1,1600.71,1600.71,257.29,0,Web,Delivered
ORD-004838,22-11-2023,CUST-0962,1005,1,2845.14,2845.14,910.86,0,App,Delivered
ORD-004838,22-11-2023,CUST-0008,1212,1,1554.5,1554.5,466.5,0,Web,Delivered
ORD-004839,04-04-2023,CUST-0654,1223,1,802.67,802.67,93.33,0,Store,Delivered
ORD-004840,10-12-2024,CUST-0414,1240,1,2292.82,2292.82,32.18,0,Store,Delivered
ORD-004841,26-05-2024,CUST-0406,1081,1,2856.29,2856.29,909.71,0,Store,Delivered
ORD-004842,31-03-2024,CUST-0590,1065,1,1024.54,1024.54,146.46,0,App,Delivered
ORD-004843,06-01-2023,CUST-0661,1078,2,1292.35,2584.7,117.3,0,Web,Delivered
ORD-004843,06-01-2023,CUST-0764,1054,3,3132.73,9398.2,957.8,0,Store,Delivered
ORD-004844,24-11-2024,CUST-0183,1017,1,2649.38,2649.38,467.62,0,App,Delivered
ORD-004845,10-12-2024,CUST-0200,1127,2,4424.54,8849.08,70.92,0,App,Delivered
ORD-004846,05-10-2023,CUST-0343,1160,1,1362.48,1362.48,8.52,0,App,Delivered
ORD-004847,24-07-2024,CUST-0314,1112,1,938.53,938.53,125.47,0,App,Delivered
ORD-004848,20-11-2023,CUST-0161,1076,2,2881.4,5762.8,2799.2,0,Store,Delivered
ORD-004849,04-10-2024,CUST-0073,1129,2,836.6,1673.2,38.8,0,Web,Delivered
ORD-004850,20-12-2024,CUST-0327,1051,1,1021.68,1021.68,176.32,0,App,Delivered
ORD-004851,20-02-2023,CUST-0668,1180,1,2156.25,2156.25,175.75,0,App,Delivered
ORD-004852,25-12-2023,CUST-0480,1040,1,1973.41,1973.41,54.59,0,App,Delivered
ORD-004852,25-12-2023,CUST-0776,1039,1,3444.29,3444.29,141.71,0,Web,Delivered
ORD-004853,18-05-2024,CUST-0042,1114,1,3782.25,3782.25,495.75,0,App,Delivered
ORD-004854,29-04-2023,CUST-0228,1166,1,2930.74,2930.74,393.26,0,App,Delivered
ORD-004855,19-03-2023,CUST-0639,1107,1,1260.6,1260.6,187.4,0,App,Delivered
ORD-004856,16-02-2024,CUST-0781,1083,1,1698.68,1698.68,248.32,0,App,Delivered
ORD-004857,24-10-2023,CUST-0234,1046,1,4175.39,4175.39,722.61,0,Store,Delivered
ORD-004857,24-10-2023,CUST-0010,1045,1,1280.94,1280.94,162.06,0,App,Delivered
ORD-004858,04-03-2023,CUST-0816,1136,2,2845.08,5690.15,55.85,0,App,Delivered
ORD-004859,04-11-2024,CUST-0123,1008,1,3946.03,3946.03,950.97,0,Store,Delivered
ORD-004860,30-03-2024,CUST-0106,1106,1,1840.51,1840.51,17.49,0,App,Delivered
ORD-004860,30-03-2024,CUST-0244,1097,1,1978.62,1978.62,311.38,0,App,Returned
ORD-004861,22-03-2023,CUST-0669,1049,1,1340.75,1340.75,92.25,0,App,Delivered
ORD-004862,13-08-2024,CUST-0440,1104,1,2974.79,2974.79,104.21,0,App,Delivered
ORD-004863,18-04-2023,CUST-0685,1220,1,2101,2101,39,0,App,Delivered
ORD-004864,21-05-2024,CUST-0844,1087,1,1806.32,1806.32,523.68,0,App,Delivered
ORD-004865,03-07-2024,CUST-0947,1192,1,2274.81,2274.81,164.19,0,App,Delivered
ORD-004866,12-01-2024,CUST-0652,1038,1,517.37,517.37,44.63,0,Web,Delivered
ORD-004867,19-03-2024,CUST-0241,1020,1,3352.91,3352.91,47.09,0,App,Delivered
ORD-004868,27-08-2023,CUST-0896,1035,2,4673.15,9346.3,377.7,0,Web,Returned
ORD-004869,24-04-2023,CUST-0918,1029,1,3124.92,3124.92,85.08,0,App,Delivered
ORD-004870,08-03-2024,CUST-0530,1192,1,2083.03,2083.03,355.97,0,App,Delivered
ORD-004871,13-08-2024,CUST-0410,1093,1,874.07,874.07,5.93,0,Web,Delivered
ORD-004872,05-12-2024,CUST-0961,1148,2,4558.9,9117.8,568.2,0,Web,Delivered
ORD-004873,30-01-2023,CUST-0693,1069,1,1582.79,1582.79,40.21,0,App,Delivered
ORD-004873,30-01-2023,CUST-0622,1139,1,881.12,881.12,12.88,0,App,Returned
ORD-004874,02-01-2024,CUST-0469,1013,1,2720.21,2720.21,366.79,0,App,Delivered
ORD-004875,18-02-2023,CUST-0633,1089,1,4662.17,4662.17,174.83,0,Store,Delivered
ORD-004876,25-09-2024,CUST-0897,1051,2,1179.02,2358.04,37.96,0,App,Delivered
ORD-004877,20-03-2023,CUST-0893,1147,1,3950.17,3950.17,682.83,0,App,Delivered
ORD-004878,11-02-2024,CUST-0707,1039,1,3378.5,3378.5,207.5,0,App,Delivered
ORD-004879,20-01-2024,CUST-0723,1039,1,3508.38,3508.38,77.62,0,App,Delivered
ORD-004880,10-10-2023,CUST-0695,1007,2,3777.03,7554.06,1323.94,0,App,Delivered
ORD-004881,19-09-2024,CUST-0092,1157,2,666.26,1332.53,99.47,0,App,Returned
ORD-004882,26-07-2024,CUST-0842,1209,1,1507.61,1507.61,217.39,0,App,Delivered
ORD-004883,01-05-2023,CUST-0924,1026,3,906.16,2718.47,662.53,0,App,Delivered
ORD-004884,22-10-2023,CUST-0648,1126,3,4482.01,13446.03,503.97,0,App,Delivered
ORD-004885,28-01-2023,CUST-0010,1095,1,2035.9,2035.9,19.1,0,App,Delivered
ORD-004886,29-02-2024,CUST-0735,1224,1,1694.39,1694.39,197.61,0,App,Delivered
ORD-004886,29-02-2024,CUST-0039,1126,1,4048.61,4048.61,601.39,0,App,Delivered
ORD-004887,06-01-2023,CUST-0709,1137,1,3217.59,3217.59,324.41,0,App,Returned
ORD-004888,21-07-2024,CUST-0793,1041,1,4597.39,4597.39,348.61,0,App,Delivered
ORD-004889,13-06-2023,CUST-0744,1041,1,4672.74,4672.74,273.26,0,Store,Cancelled
ORD-004890,18-02-2023,CUST-0164,1118,1,3996.84,3996.84,30.16,0,App,Delivered
ORD-004891,02-12-2023,CUST-0773,1004,1,4422.21,4422.21,344.79,0,App,Delivered
ORD-004892,17-10-2023,CUST-0369,1099,1,1031.18,1031.18,62.82,0,Web,Delivered
ORD-004893,31-03-2024,CUST-0434,1205,1,3544.52,3544.52,100.48,0,App,Delivered
ORD-004894,16-03-2023,CUST-0866,1209,1,1710.49,1710.49,14.51,0,App,Returned
ORD-004895,05-04-2023,CUST-0377,1152,1,1461.16,1461.16,111.84,0,App,Delivered
ORD-004896,06-01-2024,CUST-0141,1023,3,787.88,2363.63,243.37,0,App,Delivered
ORD-004897,31-03-2023,CUST-0189,1130,1,2195.08,2195.08,30.92,0,Store,Delivered
ORD-004898,04-01-2023,CUST-0917,1128,1,1810.6,1810.6,11.4,0,App,Delivered
ORD-004899,14-03-2024,CUST-0208,1027,2,3885.85,7771.7,256.3,0,App,Delivered
ORD-004900,01-10-2024,CUST-0786,1116,1,1509.13,1509.13,138.87,0,App,Delivered
ORD-004901,07-06-2024,CUST-0152,1094,1,2564.72,2564.72,16.28,0,App,Delivered
ORD-004902,28-07-2023,CUST-0891,1147,1,4597.39,4597.39,35.61,0,App,Delivered
ORD-004903,24-03-2023,CUST-0146,1144,2,2008.43,4016.86,585.14,0,Web,Returned
ORD-004904,22-09-2024,CUST-0523,1023,1,799.24,799.24,69.76,0,Web,Delivered
ORD-004904,22-09-2024,CUST-0707,1238,1,1533.95,1533.95,69.05,0,Store,Returned
ORD-004905,25-12-2023,CUST-0238,1024,1,1952.28,1952.28,213.72,0,App,Delivered
ORD-004906,02-09-2024,CUST-0378,1114,1,3666.89,3666.89,611.11,0,App,Delivered
ORD-004907,10-07-2024,CUST-0688,1139,3,771.14,2313.43,368.57,0,App,Delivered
ORD-004908,21-04-2023,CUST-0106,1155,1,2248.2,2248.2,213.8,0,App,Delivered
ORD-004909,20-11-2024,CUST-0519,1065,1,993.06,993.06,177.94,0,App,Delivered
ORD-004910,16-08-2023,CUST-0232,1013,1,2735.59,2735.59,351.41,0,App,Delivered
ORD-004911,29-05-2023,CUST-0846,1127,1,3536.53,3536.53,923.47,0,App,Cancelled
ORD-004912,14-11-2023,CUST-0738,1190,2,2912.67,5825.34,3558.66,0,App,Delivered
ORD-004912,14-11-2023,CUST-0278,1032,1,1233.38,1233.38,467.62,0,App,Delivered
ORD-004913,19-11-2023,CUST-0565,1144,1,1715.13,1715.13,585.87,0,App,Delivered
ORD-004914,30-07-2023,CUST-0660,1138,1,2537.85,2537.85,219.15,0,Store,Delivered
ORD-004915,31-05-2023,CUST-0258,1154,2,1757.57,3515.13,418.87,0,Web,Delivered
ORD-004916,17-08-2024,CUST-0580,1191,1,486.55,486.55,39.45,46,App,Delivered
ORD-004917,10-02-2024,CUST-0462,1114,1,3952.65,3952.65,325.35,0,Web,Delivered
ORD-004918,28-02-2024,CUST-0910,1095,1,1892.43,1892.43,162.57,0,App,Delivered
ORD-004919,11-03-2023,CUST-0112,1033,1,2106.55,2106.55,198.45,0,Web,Returned
ORD-004920,13-02-2024,CUST-0596,1033,1,1991.03,1991.03,313.97,0,App,Delivered
ORD-004921,18-02-2023,CUST-0232,1090,2,1987.39,3974.78,233.22,0,App,Delivered
ORD-004922,24-01-2023,CUST-0342,1071,1,2654.65,2654.65,300.35,0,App,Delivered
ORD-004923,12-11-2024,CUST-0209,1005,1,2259.79,2259.79,1496.21,0,App,Delivered
ORD-004924,05-03-2023,CUST-0836,1086,1,4045.47,4045.47,493.53,0,App,Delivered
ORD-004925,22-09-2023,CUST-0077,1059,1,4376.62,4376.62,321.38,0,Web,Delivered
ORD-004926,06-10-2023,CUST-0897,1089,1,4697.41,4697.41,139.59,0,App,Delivered
ORD-004927,09-12-2024,CUST-0633,1126,1,4555.49,4555.49,94.51,0,App,Returned
ORD-004928,31-05-2024,CUST-0915,1233,1,3435.18,3435.18,670.82,0,App,Delivered
ORD-004929,17-10-2024,CUST-0904,1142,1,4020.43,4020.43,423.57,0,App,Delivered
ORD-004930,23-07-2024,CUST-0580,1115,1,3345.63,3345.63,239.37,0,Web,Delivered
ORD-004930,23-07-2024,CUST-0856,1227,1,301.48,301.48,43.52,87,Web,Delivered
ORD-004931,22-06-2024,CUST-0542,1139,1,760.84,760.84,133.16,0,App,Returned
ORD-004932,07-07-2024,CUST-0256,1223,1,811.09,811.09,84.91,0,App,Delivered
ORD-004933,21-06-2023,CUST-0537,1092,1,517.06,517.06,39.94,0,App,Delivered
ORD-004934,31-08-2024,CUST-0016,1035,3,4678.19,14034.58,551.42,0,Store,Delivered
ORD-004935,12-06-2023,CUST-0761,1132,1,621.34,621.34,3.66,0,App,Delivered
ORD-004936,19-05-2023,CUST-0851,1033,1,2069.65,2069.65,235.35,0,Web,Delivered
ORD-004936,19-05-2023,CUST-0207,1130,1,1703.93,1703.93,522.07,0,App,Delivered
ORD-004937,21-02-2024,CUST-0366,1084,1,3246.93,3246.93,321.07,0,App,Delivered
ORD-004938,13-03-2024,CUST-0115,1025,1,823.92,823.92,129.08,0,App,Delivered
ORD-004939,29-07-2024,CUST-0889,1240,1,2264.13,2264.13,60.87,0,Store,Returned
